condition1,condition2,model,age,sex,risk
CKD,LUNG_CANCER,hospitalisationrisk_ckd,55,male,0.28167
CKD,LUNG_CANCER,hospitalisationrisk_ckd,56,male,0.29413
CKD,LUNG_CANCER,hospitalisationrisk_ckd,57,male,0.30709
CKD,LUNG_CANCER,hospitalisationrisk_ckd,58,male,0.32504
CKD,LUNG_CANCER,hospitalisationrisk_ckd,59,male,0.3335
CKD,LUNG_CANCER,hospitalisationrisk_ckd,60,male,0.34181
CKD,LUNG_CANCER,hospitalisationrisk_ckd,61,male,0.34997
CKD,LUNG_CANCER,hospitalisationrisk_ckd,62,male,0.35578
CKD,LUNG_CANCER,hospitalisationrisk_ckd,63,male,0.35492
CKD,LUNG_CANCER,hospitalisationrisk_ckd,64,male,0.3663
CKD,LUNG_CANCER,hospitalisationrisk_ckd,65,male,0.37725
CKD,LUNG_CANCER,hospitalisationrisk_ckd,66,male,0.38852
CKD,LUNG_CANCER,hospitalisationrisk_ckd,67,male,0.40405
CKD,LUNG_CANCER,hospitalisationrisk_ckd,68,male,0.42023
CKD,LUNG_CANCER,hospitalisationrisk_ckd,69,male,0.42078
CKD,LUNG_CANCER,hospitalisationrisk_ckd,70,male,0.4213
CKD,LUNG_CANCER,hospitalisationrisk_ckd,71,male,0.42051
CKD,LUNG_CANCER,hospitalisationrisk_ckd,72,male,0.42266
CKD,LUNG_CANCER,hospitalisationrisk_ckd,73,male,0.42458
CKD,LUNG_CANCER,hospitalisationrisk_ckd,74,male,0.433
CKD,LUNG_CANCER,hospitalisationrisk_ckd,75,male,0.44406
CKD,LUNG_CANCER,hospitalisationrisk_ckd,76,male,0.45801
CKD,LUNG_CANCER,hospitalisationrisk_ckd,77,male,0.46373
CKD,LUNG_CANCER,hospitalisationrisk_ckd,78,male,0.47047
CKD,LUNG_CANCER,hospitalisationrisk_ckd,79,male,0.47405
CKD,LUNG_CANCER,hospitalisationrisk_ckd,80,male,0.47529
CKD,LUNG_CANCER,hospitalisationrisk_ckd,81,male,0.47569
CKD,LUNG_CANCER,hospitalisationrisk_ckd,82,male,0.47699
CKD,LUNG_CANCER,hospitalisationrisk_ckd,83,male,0.47662
CKD,LUNG_CANCER,hospitalisationrisk_ckd,84,male,0.47397
CKD,LUNG_CANCER,hospitalisationrisk_ckd,85,male,0.47262
CKD,LUNG_CANCER,hospitalisationrisk_ckd,86,male,0.47158
CKD,LUNG_CANCER,hospitalisationrisk_ckd,87,male,0.46983
CKD,LUNG_CANCER,hospitalisationrisk_ckd,88,male,0.46839
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,15,male,0.015653
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,16,male,0.01594
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,17,male,0.017319
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,18,male,0.018433
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,19,male,0.021424
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,20,male,0.025571
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,21,male,0.029084
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,22,male,0.030982
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,23,male,0.032597
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,24,male,0.047333
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,25,male,0.065275
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,26,male,0.087487
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,27,male,0.11106
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,28,male,0.13285
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,29,male,0.14075
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,30,male,0.14381
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,31,male,0.14579
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,32,male,0.14625
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,33,male,0.14819
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,34,male,0.16874
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,35,male,0.18822
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,36,male,0.2029
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,37,male,0.22102
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,38,male,0.24109
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,39,male,0.24332
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,40,male,0.24818
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,41,male,0.25223
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,42,male,0.2589
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,43,male,0.26381
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,44,male,0.268
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,45,male,0.27391
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,46,male,0.27893
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,47,male,0.27816
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,48,male,0.27722
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,49,male,0.2749
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,50,male,0.27233
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,51,male,0.27388
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,52,male,0.27771
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,53,male,0.28263
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,54,male,0.2992
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,55,male,0.31338
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,56,male,0.32664
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,57,male,0.34037
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,58,male,0.3582
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,59,male,0.36597
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,60,male,0.37247
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,61,male,0.37678
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,62,male,0.37861
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,63,male,0.37458
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,64,male,0.38296
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,65,male,0.39201
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,66,male,0.40345
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,67,male,0.41917
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,68,male,0.43555
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,69,male,0.43611
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,70,male,0.43974
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,71,male,0.44235
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,72,male,0.44796
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,73,male,0.45334
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,74,male,0.46528
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,75,male,0.47689
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,76,male,0.49055
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,77,male,0.49586
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,78,male,0.50207
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,79,male,0.5051
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,80,male,0.50578
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,81,male,0.50501
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,82,male,0.5053
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,83,male,0.50405
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,84,male,0.5005
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,85,male,0.49812
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,86,male,0.49724
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,87,male,0.49548
CKD,COLORECTAL_CANCER,hospitalisationrisk_2cond,88,male,0.49403
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,15,male,0.013766
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,16,male,0.014028
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,17,male,0.015252
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,18,male,0.016251
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,19,male,0.018904
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,20,male,0.022574
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,21,male,0.025685
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,22,male,0.027365
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,23,male,0.028797
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,24,male,0.04197
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,25,male,0.058063
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,26,male,0.078037
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,27,male,0.099245
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,28,male,0.11883
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,29,male,0.12599
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,30,male,0.12877
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,31,male,0.13058
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,32,male,0.131
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,33,male,0.13276
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,34,male,0.15087
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,35,male,0.168
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,36,male,0.18073
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,37,male,0.19662
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,38,male,0.21431
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,39,male,0.21637
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,40,male,0.22085
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,41,male,0.22458
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,42,male,0.23076
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,43,male,0.23531
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,44,male,0.23919
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,45,male,0.24468
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,46,male,0.24933
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,47,male,0.24862
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,48,male,0.24774
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,49,male,0.24559
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,50,male,0.2432
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,51,male,0.24464
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,52,male,0.2482
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,53,male,0.25279
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,54,male,0.26834
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,55,male,0.28167
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,56,male,0.29413
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,57,male,0.30709
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,58,male,0.32504
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,59,male,0.3335
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,60,male,0.34181
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,61,male,0.34997
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,62,male,0.35578
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,63,male,0.35492
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,64,male,0.3663
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,65,male,0.37725
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,66,male,0.38852
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,67,male,0.40405
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,68,male,0.42023
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,69,male,0.42078
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,70,male,0.4213
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,71,male,0.42051
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,72,male,0.42266
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,73,male,0.42458
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,74,male,0.433
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,75,male,0.44406
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,76,male,0.45801
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,77,male,0.46373
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,78,male,0.47047
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,79,male,0.47405
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,80,male,0.47529
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,81,male,0.47569
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,82,male,0.47699
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,83,male,0.47662
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,84,male,0.47397
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,85,male,0.47262
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,86,male,0.47158
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,87,male,0.46983
CKD,COLORECTAL_CANCER,hospitalisationrisk_ckd,88,male,0.46839
CKD,BREAST_CANCER,hospitalisationrisk_2cond,15,male,0.015409
CKD,BREAST_CANCER,hospitalisationrisk_2cond,16,male,0.015919
CKD,BREAST_CANCER,hospitalisationrisk_2cond,17,male,0.016793
CKD,BREAST_CANCER,hospitalisationrisk_2cond,18,male,0.018682
CKD,BREAST_CANCER,hospitalisationrisk_2cond,19,male,0.02118
CKD,BREAST_CANCER,hospitalisationrisk_2cond,20,male,0.023777
CKD,BREAST_CANCER,hospitalisationrisk_2cond,21,male,0.026465
CKD,BREAST_CANCER,hospitalisationrisk_2cond,22,male,0.031393
CKD,BREAST_CANCER,hospitalisationrisk_2cond,23,male,0.039082
CKD,BREAST_CANCER,hospitalisationrisk_2cond,24,male,0.050489
CKD,BREAST_CANCER,hospitalisationrisk_2cond,25,male,0.066187
CKD,BREAST_CANCER,hospitalisationrisk_2cond,26,male,0.085881
CKD,BREAST_CANCER,hospitalisationrisk_2cond,27,male,0.10442
CKD,BREAST_CANCER,hospitalisationrisk_2cond,28,male,0.12001
CKD,BREAST_CANCER,hospitalisationrisk_2cond,29,male,0.13161
CKD,BREAST_CANCER,hospitalisationrisk_2cond,30,male,0.13864
CKD,BREAST_CANCER,hospitalisationrisk_2cond,31,male,0.14175
CKD,BREAST_CANCER,hospitalisationrisk_2cond,32,male,0.14708
CKD,BREAST_CANCER,hospitalisationrisk_2cond,33,male,0.15547
CKD,BREAST_CANCER,hospitalisationrisk_2cond,34,male,0.16618
CKD,BREAST_CANCER,hospitalisationrisk_2cond,35,male,0.18019
CKD,BREAST_CANCER,hospitalisationrisk_2cond,36,male,0.1976
CKD,BREAST_CANCER,hospitalisationrisk_2cond,37,male,0.21157
CKD,BREAST_CANCER,hospitalisationrisk_2cond,38,male,0.22283
CKD,BREAST_CANCER,hospitalisationrisk_2cond,39,male,0.23216
CKD,BREAST_CANCER,hospitalisationrisk_2cond,40,male,0.2394
CKD,BREAST_CANCER,hospitalisationrisk_2cond,41,male,0.24383
CKD,BREAST_CANCER,hospitalisationrisk_2cond,42,male,0.24838
CKD,BREAST_CANCER,hospitalisationrisk_2cond,43,male,0.25243
CKD,BREAST_CANCER,hospitalisationrisk_2cond,44,male,0.256
CKD,BREAST_CANCER,hospitalisationrisk_2cond,45,male,0.25745
CKD,BREAST_CANCER,hospitalisationrisk_2cond,46,male,0.25687
CKD,BREAST_CANCER,hospitalisationrisk_2cond,47,male,0.25469
CKD,BREAST_CANCER,hospitalisationrisk_2cond,48,male,0.25151
CKD,BREAST_CANCER,hospitalisationrisk_2cond,49,male,0.24831
CKD,BREAST_CANCER,hospitalisationrisk_2cond,50,male,0.24664
CKD,BREAST_CANCER,hospitalisationrisk_2cond,51,male,0.24696
CKD,BREAST_CANCER,hospitalisationrisk_2cond,52,male,0.25143
CKD,BREAST_CANCER,hospitalisationrisk_2cond,53,male,0.25913
CKD,BREAST_CANCER,hospitalisationrisk_2cond,54,male,0.26903
CKD,BREAST_CANCER,hospitalisationrisk_2cond,55,male,0.2808
CKD,BREAST_CANCER,hospitalisationrisk_2cond,56,male,0.29525
CKD,BREAST_CANCER,hospitalisationrisk_2cond,57,male,0.30829
CKD,BREAST_CANCER,hospitalisationrisk_2cond,58,male,0.32032
CKD,BREAST_CANCER,hospitalisationrisk_2cond,59,male,0.33148
CKD,BREAST_CANCER,hospitalisationrisk_2cond,60,male,0.34122
CKD,BREAST_CANCER,hospitalisationrisk_2cond,61,male,0.3472
CKD,BREAST_CANCER,hospitalisationrisk_2cond,62,male,0.35376
CKD,BREAST_CANCER,hospitalisationrisk_2cond,63,male,0.36084
CKD,BREAST_CANCER,hospitalisationrisk_2cond,64,male,0.36855
CKD,BREAST_CANCER,hospitalisationrisk_2cond,65,male,0.37821
CKD,BREAST_CANCER,hospitalisationrisk_2cond,66,male,0.39127
CKD,BREAST_CANCER,hospitalisationrisk_2cond,67,male,0.40217
CKD,BREAST_CANCER,hospitalisationrisk_2cond,68,male,0.41098
CKD,BREAST_CANCER,hospitalisationrisk_2cond,69,male,0.41737
CKD,BREAST_CANCER,hospitalisationrisk_2cond,70,male,0.4211
CKD,BREAST_CANCER,hospitalisationrisk_2cond,71,male,0.42197
CKD,BREAST_CANCER,hospitalisationrisk_2cond,72,male,0.42441
CKD,BREAST_CANCER,hospitalisationrisk_2cond,73,male,0.42896
CKD,BREAST_CANCER,hospitalisationrisk_2cond,74,male,0.43646
CKD,BREAST_CANCER,hospitalisationrisk_2cond,75,male,0.44467
CKD,BREAST_CANCER,hospitalisationrisk_2cond,76,male,0.45385
CKD,BREAST_CANCER,hospitalisationrisk_2cond,77,male,0.46206
CKD,BREAST_CANCER,hospitalisationrisk_2cond,78,male,0.46831
CKD,BREAST_CANCER,hospitalisationrisk_2cond,79,male,0.47185
CKD,BREAST_CANCER,hospitalisationrisk_2cond,80,male,0.4745
CKD,BREAST_CANCER,hospitalisationrisk_2cond,81,male,0.47573
CKD,BREAST_CANCER,hospitalisationrisk_2cond,82,male,0.47571
CKD,BREAST_CANCER,hospitalisationrisk_2cond,83,male,0.47518
CKD,BREAST_CANCER,hospitalisationrisk_2cond,84,male,0.47436
CKD,BREAST_CANCER,hospitalisationrisk_2cond,85,male,0.47293
CKD,BREAST_CANCER,hospitalisationrisk_2cond,86,male,0.47128
CKD,BREAST_CANCER,hospitalisationrisk_2cond,87,male,0.47061
CKD,BREAST_CANCER,hospitalisationrisk_2cond,88,male,0.46993
CKD,BREAST_CANCER,hospitalisationrisk_ckd,15,male,0.013766
CKD,BREAST_CANCER,hospitalisationrisk_ckd,16,male,0.014028
CKD,BREAST_CANCER,hospitalisationrisk_ckd,17,male,0.015252
CKD,BREAST_CANCER,hospitalisationrisk_ckd,18,male,0.016251
CKD,BREAST_CANCER,hospitalisationrisk_ckd,19,male,0.018904
CKD,BREAST_CANCER,hospitalisationrisk_ckd,20,male,0.022574
CKD,BREAST_CANCER,hospitalisationrisk_ckd,21,male,0.025685
CKD,BREAST_CANCER,hospitalisationrisk_ckd,22,male,0.027365
CKD,BREAST_CANCER,hospitalisationrisk_ckd,23,male,0.028797
CKD,BREAST_CANCER,hospitalisationrisk_ckd,24,male,0.04197
CKD,BREAST_CANCER,hospitalisationrisk_ckd,25,male,0.058063
CKD,BREAST_CANCER,hospitalisationrisk_ckd,26,male,0.078037
CKD,BREAST_CANCER,hospitalisationrisk_ckd,27,male,0.099245
CKD,BREAST_CANCER,hospitalisationrisk_ckd,28,male,0.11883
CKD,BREAST_CANCER,hospitalisationrisk_ckd,29,male,0.12599
CKD,BREAST_CANCER,hospitalisationrisk_ckd,30,male,0.12877
CKD,BREAST_CANCER,hospitalisationrisk_ckd,31,male,0.13058
CKD,BREAST_CANCER,hospitalisationrisk_ckd,32,male,0.131
CKD,BREAST_CANCER,hospitalisationrisk_ckd,33,male,0.13276
CKD,BREAST_CANCER,hospitalisationrisk_ckd,34,male,0.15087
CKD,BREAST_CANCER,hospitalisationrisk_ckd,35,male,0.168
CKD,BREAST_CANCER,hospitalisationrisk_ckd,36,male,0.18073
CKD,BREAST_CANCER,hospitalisationrisk_ckd,37,male,0.19662
CKD,BREAST_CANCER,hospitalisationrisk_ckd,38,male,0.21431
CKD,BREAST_CANCER,hospitalisationrisk_ckd,39,male,0.21637
CKD,BREAST_CANCER,hospitalisationrisk_ckd,40,male,0.22085
CKD,BREAST_CANCER,hospitalisationrisk_ckd,41,male,0.22458
CKD,BREAST_CANCER,hospitalisationrisk_ckd,42,male,0.23076
CKD,BREAST_CANCER,hospitalisationrisk_ckd,43,male,0.23531
CKD,BREAST_CANCER,hospitalisationrisk_ckd,44,male,0.23919
CKD,BREAST_CANCER,hospitalisationrisk_ckd,45,male,0.24468
CKD,BREAST_CANCER,hospitalisationrisk_ckd,46,male,0.24933
CKD,BREAST_CANCER,hospitalisationrisk_ckd,47,male,0.24862
CKD,BREAST_CANCER,hospitalisationrisk_ckd,48,male,0.24774
CKD,BREAST_CANCER,hospitalisationrisk_ckd,49,male,0.24559
CKD,BREAST_CANCER,hospitalisationrisk_ckd,50,male,0.2432
CKD,BREAST_CANCER,hospitalisationrisk_ckd,51,male,0.24464
CKD,BREAST_CANCER,hospitalisationrisk_ckd,52,male,0.2482
CKD,BREAST_CANCER,hospitalisationrisk_ckd,53,male,0.25279
CKD,BREAST_CANCER,hospitalisationrisk_ckd,54,male,0.26834
CKD,BREAST_CANCER,hospitalisationrisk_ckd,55,male,0.28167
CKD,BREAST_CANCER,hospitalisationrisk_ckd,56,male,0.29413
CKD,BREAST_CANCER,hospitalisationrisk_ckd,57,male,0.30709
CKD,BREAST_CANCER,hospitalisationrisk_ckd,58,male,0.32504
CKD,BREAST_CANCER,hospitalisationrisk_ckd,59,male,0.3335
CKD,BREAST_CANCER,hospitalisationrisk_ckd,60,male,0.34181
CKD,BREAST_CANCER,hospitalisationrisk_ckd,61,male,0.34997
CKD,BREAST_CANCER,hospitalisationrisk_ckd,62,male,0.35578
CKD,BREAST_CANCER,hospitalisationrisk_ckd,63,male,0.35492
CKD,BREAST_CANCER,hospitalisationrisk_ckd,64,male,0.3663
CKD,BREAST_CANCER,hospitalisationrisk_ckd,65,male,0.37725
CKD,BREAST_CANCER,hospitalisationrisk_ckd,66,male,0.38852
CKD,BREAST_CANCER,hospitalisationrisk_ckd,67,male,0.40405
CKD,BREAST_CANCER,hospitalisationrisk_ckd,68,male,0.42023
CKD,BREAST_CANCER,hospitalisationrisk_ckd,69,male,0.42078
CKD,BREAST_CANCER,hospitalisationrisk_ckd,70,male,0.4213
CKD,BREAST_CANCER,hospitalisationrisk_ckd,71,male,0.42051
CKD,BREAST_CANCER,hospitalisationrisk_ckd,72,male,0.42266
CKD,BREAST_CANCER,hospitalisationrisk_ckd,73,male,0.42458
CKD,BREAST_CANCER,hospitalisationrisk_ckd,74,male,0.433
CKD,BREAST_CANCER,hospitalisationrisk_ckd,75,male,0.44406
CKD,BREAST_CANCER,hospitalisationrisk_ckd,76,male,0.45801
CKD,BREAST_CANCER,hospitalisationrisk_ckd,77,male,0.46373
CKD,BREAST_CANCER,hospitalisationrisk_ckd,78,male,0.47047
CKD,BREAST_CANCER,hospitalisationrisk_ckd,79,male,0.47405
CKD,BREAST_CANCER,hospitalisationrisk_ckd,80,male,0.47529
CKD,BREAST_CANCER,hospitalisationrisk_ckd,81,male,0.47569
CKD,BREAST_CANCER,hospitalisationrisk_ckd,82,male,0.47699
CKD,BREAST_CANCER,hospitalisationrisk_ckd,83,male,0.47662
CKD,BREAST_CANCER,hospitalisationrisk_ckd,84,male,0.47397
CKD,BREAST_CANCER,hospitalisationrisk_ckd,85,male,0.47262
CKD,BREAST_CANCER,hospitalisationrisk_ckd,86,male,0.47158
CKD,BREAST_CANCER,hospitalisationrisk_ckd,87,male,0.46983
CKD,BREAST_CANCER,hospitalisationrisk_ckd,88,male,0.46839
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,15,male,0.028371
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,16,male,0.029266
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,17,male,0.032251
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,18,male,0.034906
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,19,male,0.041754
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,20,male,0.051005
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,21,male,0.058845
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,22,male,0.062777
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,23,male,0.064277
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,24,male,0.084164
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,25,male,0.10789
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,26,male,0.13755
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,27,male,0.17034
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,28,male,0.19537
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,29,male,0.19993
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,30,male,0.19821
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,31,male,0.19443
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,32,male,0.18828
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,33,male,0.1912
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,34,male,0.21231
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,35,male,0.23211
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,36,male,0.24617
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,37,male,0.26412
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,38,male,0.28425
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,39,male,0.28708
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,40,male,0.29246
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,41,male,0.29697
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,42,male,0.30434
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,43,male,0.30974
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,44,male,0.31435
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,45,male,0.32081
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,46,male,0.32635
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,47,male,0.32551
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,48,male,0.32448
CKD,IMMUNE_DEF,hospitalisationrisk_2cond,49,male,0.32193
