conditionA,conditionB,conditionLabel,model,age,sex,risk
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,37,female,0.2583
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,38,female,0.25592
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,39,female,0.26105
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,40,female,0.26608
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,41,female,0.27046
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,42,female,0.27696
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,43,female,0.27859
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,44,female,0.27762
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,45,female,0.27776
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,46,female,0.27572
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,47,female,0.2701
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,48,female,0.26438
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,49,female,0.25975
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,50,female,0.26002
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,51,female,0.26392
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,52,female,0.27417
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,53,female,0.28705
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,54,female,0.30162
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,55,female,0.31165
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,56,female,0.31481
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,57,female,0.31404
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,58,female,0.31764
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,59,female,0.31922
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,60,female,0.32041
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,61,female,0.32874
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,62,female,0.34034
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,63,female,0.34696
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,64,female,0.36015
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,65,female,0.3722
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,66,female,0.38458
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,67,female,0.39722
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,68,female,0.40669
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,69,female,0.40528
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,70,female,0.40581
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,71,female,0.40345
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,72,female,0.40317
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,73,female,0.40631
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,74,female,0.41378
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,75,female,0.42303
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,76,female,0.43272
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,77,female,0.43616
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,78,female,0.43885
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,79,female,0.44048
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,80,female,0.43976
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,81,female,0.43972
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,82,female,0.44068
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,83,female,0.44028
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,84,female,0.43918
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,85,female,0.43866
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,86,female,0.44229
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,87,female,0.44239
HEART,LIVER,(AI)  HEART-LIVER,hospitalisationrisk,88,female,0.44388
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,15,female,0.059204
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,16,female,0.068029
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,17,female,0.078072
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,18,female,0.093996
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,19,female,0.10367
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,20,female,0.11161
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,21,female,0.11502
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,22,female,0.11117
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,23,female,0.10655
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,24,female,0.11382
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,25,female,0.11959
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,26,female,0.12707
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,27,female,0.13741
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,28,female,0.14831
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,29,female,0.14842
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,30,female,0.14908
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,31,female,0.14651
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,32,female,0.14326
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,33,female,0.1393
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,34,female,0.13819
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,35,female,0.13629
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,36,female,0.13635
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,37,female,0.13623
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,38,female,0.13897
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,39,female,0.14051
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,40,female,0.14373
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,41,female,0.14734
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,42,female,0.15616
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,43,female,0.16411
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,44,female,0.17117
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,45,female,0.1778
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,46,female,0.185
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,47,female,0.18692
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,48,female,0.18672
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,49,female,0.18752
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,50,female,0.19055
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,51,female,0.19434
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,52,female,0.20147
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,53,female,0.21086
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,54,female,0.22356
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,55,female,0.23368
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,56,female,0.24229
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,57,female,0.24746
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,58,female,0.25689
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,59,female,0.26231
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,60,female,0.26738
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,61,female,0.27431
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,62,female,0.28295
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,63,female,0.28781
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,64,female,0.29816
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,65,female,0.30855
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,66,female,0.31968
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,67,female,0.33275
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,68,female,0.34268
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,69,female,0.34356
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,70,female,0.34513
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,71,female,0.34387
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,72,female,0.34458
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,73,female,0.34781
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,74,female,0.35512
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,75,female,0.36394
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,76,female,0.37291
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,77,female,0.376
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,78,female,0.37768
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,79,female,0.37836
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,80,female,0.37685
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,81,female,0.376
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,82,female,0.37608
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,83,female,0.37556
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,84,female,0.37335
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,85,female,0.37183
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,86,female,0.37045
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,87,female,0.36884
HEART,PREGNANCY,(AJ)  HEART-PREGNANCY,hospitalisationrisk,88,female,0.36739
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,15,female,0.031194
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,16,female,0.033652
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,17,female,0.036607
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,18,female,0.042371
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,19,female,0.048437
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,20,female,0.054466
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,21,female,0.060043
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,22,female,0.065896
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,23,female,0.071539
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,24,female,0.077879
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,25,female,0.085767
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,26,female,0.094904
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,27,female,0.10268
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,28,female,0.10957
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,29,female,0.11474
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,30,female,0.11777
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,31,female,0.11874
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,32,female,0.11994
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,33,female,0.12119
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,34,female,0.12302
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,35,female,0.12542
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,36,female,0.12897
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,37,female,0.13261
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,38,female,0.13674
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,39,female,0.14107
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,40,female,0.14622
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,41,female,0.15153
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,42,female,0.1572
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,43,female,0.16293
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,44,female,0.16896
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,45,female,0.17372
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,46,female,0.17697
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,47,female,0.1789
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,48,female,0.17998
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,49,female,0.18004
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,50,female,0.18092
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,51,female,0.18326
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,52,female,0.18765
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,53,female,0.19366
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,54,female,0.20119
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,55,female,0.20871
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,56,female,0.2168
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,57,female,0.22412
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,58,female,0.23062
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,59,female,0.23677
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,60,female,0.24353
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,61,female,0.24925
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,62,female,0.25569
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,63,female,0.26292
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,64,female,0.27055
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,65,female,0.2786
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,66,female,0.2874
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,67,female,0.29422
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,68,female,0.29919
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,69,female,0.30202
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,70,female,0.30273
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,71,female,0.30247
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,72,female,0.30369
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,73,female,0.30661
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,74,female,0.31167
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,75,female,0.31743
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,76,female,0.32301
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,77,female,0.32746
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,78,female,0.33002
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,79,female,0.33069
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,80,female,0.33077
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,81,female,0.3304
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,82,female,0.32945
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,83,female,0.3285
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,84,female,0.32745
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,85,female,0.32609
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,86,female,0.32455
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,87,female,0.32385
HEART,IMMUNE_SUPPRESSANTS,(AK)  HEART-IMMUNE_SUPPRESSANTS,hospitalisationrisk,88,female,0.32316
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,15,female,0.046743
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,16,female,0.053736
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,17,female,0.060193
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,18,female,0.071542
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,19,female,0.084949
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,20,female,0.10086
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,21,female,0.11295
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,22,female,0.1213
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,23,female,0.13532
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,24,female,0.16477
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,25,female,0.19219
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,26,female,0.22435
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,27,female,0.26007
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,28,female,0.28969
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,29,female,0.29651
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,30,female,0.30035
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,31,female,0.29929
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,32,female,0.29705
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,33,female,0.29408
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,34,female,0.29917
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,35,female,0.30312
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,36,female,0.30956
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,37,female,0.31624
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,38,female,0.32801
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,39,female,0.33449
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,40,female,0.34367
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,41,female,0.34945
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,42,female,0.35478
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,43,female,0.35415
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,44,female,0.3521
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,45,female,0.34946
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,46,female,0.34807
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,47,female,0.3451
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,48,female,0.3427
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,49,female,0.33996
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,50,female,0.33786
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,51,female,0.3367
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,52,female,0.33671
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,53,female,0.33886
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,54,female,0.34333
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,55,female,0.34661
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,56,female,0.34982
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,57,female,0.35065
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,58,female,0.35617
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,59,female,0.36061
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,60,female,0.36464
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,61,female,0.3684
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,62,female,0.37539
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,63,female,0.37592
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,64,female,0.38086
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,65,female,0.38543
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,66,female,0.39145
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,67,female,0.39812
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,68,female,0.4031
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,69,female,0.39984
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,70,female,0.39674
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,71,female,0.39097
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,72,female,0.38759
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,73,female,0.38638
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,74,female,0.38912
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,75,female,0.39386
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,76,female,0.40021
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,77,female,0.40136
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,78,female,0.40263
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,79,female,0.40321
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,80,female,0.40209
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,81,female,0.4012
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,82,female,0.40118
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,83,female,0.40055
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,84,female,0.39753
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,85,female,0.39175
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,86,female,0.38612
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,87,female,0.38225
CKD,HEART,(BA)  CKD-HEART,hospitalisationrisk,88,female,0.37706
CKD,CKD,(BB)  CKD-CKD,hospitalisationrisk,15,female,0.0051996
CKD,CKD,(BB)  CKD-CKD,hospitalisationrisk,16,female,0.0063442
CKD,CKD,(BB)  CKD-CKD,hospitalisationrisk,17,female,0.0076342
CKD,CKD,(BB)  CKD-CKD,hospitalisationrisk,18,female,0.0096799
