condition1,condition2,model,age,sex,risk
HYL,COPD,hospitalisationrisk_hyl,27,male,0.060988
HYL,COPD,hospitalisationrisk_hyl,28,male,0.069363
HYL,COPD,hospitalisationrisk_hyl,29,male,0.072026
HYL,COPD,hospitalisationrisk_hyl,30,male,0.073026
HYL,COPD,hospitalisationrisk_hyl,31,male,0.075851
HYL,COPD,hospitalisationrisk_hyl,32,male,0.076887
HYL,COPD,hospitalisationrisk_hyl,33,male,0.078725
HYL,COPD,hospitalisationrisk_hyl,34,male,0.089527
HYL,COPD,hospitalisationrisk_hyl,35,male,0.098724
HYL,COPD,hospitalisationrisk_hyl,36,male,0.10514
HYL,COPD,hospitalisationrisk_hyl,37,male,0.11445
HYL,COPD,hospitalisationrisk_hyl,38,male,0.12688
HYL,COPD,hospitalisationrisk_hyl,39,male,0.13167
HYL,COPD,hospitalisationrisk_hyl,40,male,0.13984
HYL,COPD,hospitalisationrisk_hyl,41,male,0.14812
HYL,COPD,hospitalisationrisk_hyl,42,male,0.16173
HYL,COPD,hospitalisationrisk_hyl,43,male,0.17504
HYL,COPD,hospitalisationrisk_hyl,44,male,0.1878
HYL,COPD,hospitalisationrisk_hyl,45,male,0.20332
HYL,COPD,hospitalisationrisk_hyl,46,male,0.22268
HYL,COPD,hospitalisationrisk_hyl,47,male,0.23354
HYL,COPD,hospitalisationrisk_hyl,48,male,0.24159
HYL,COPD,hospitalisationrisk_hyl,49,male,0.25042
HYL,COPD,hospitalisationrisk_hyl,50,male,0.26124
HYL,COPD,hospitalisationrisk_hyl,51,male,0.26726
HYL,COPD,hospitalisationrisk_hyl,52,male,0.27497
HYL,COPD,hospitalisationrisk_hyl,53,male,0.28455
HYL,COPD,hospitalisationrisk_hyl,54,male,0.30507
HYL,COPD,hospitalisationrisk_hyl,55,male,0.31264
HYL,COPD,hospitalisationrisk_hyl,56,male,0.31889
HYL,COPD,hospitalisationrisk_hyl,57,male,0.33089
HYL,COPD,hospitalisationrisk_hyl,58,male,0.34703
HYL,COPD,hospitalisationrisk_hyl,59,male,0.35062
HYL,COPD,hospitalisationrisk_hyl,60,male,0.35848
HYL,COPD,hospitalisationrisk_hyl,61,male,0.37221
HYL,COPD,hospitalisationrisk_hyl,62,male,0.3804
HYL,COPD,hospitalisationrisk_hyl,63,male,0.38375
HYL,COPD,hospitalisationrisk_hyl,64,male,0.40652
HYL,COPD,hospitalisationrisk_hyl,65,male,0.43144
HYL,COPD,hospitalisationrisk_hyl,66,male,0.45194
HYL,COPD,hospitalisationrisk_hyl,67,male,0.47738
HYL,COPD,hospitalisationrisk_hyl,68,male,0.50352
HYL,COPD,hospitalisationrisk_hyl,69,male,0.50676
HYL,COPD,hospitalisationrisk_hyl,70,male,0.51086
HYL,COPD,hospitalisationrisk_hyl,71,male,0.51424
HYL,COPD,hospitalisationrisk_hyl,72,male,0.52123
HYL,COPD,hospitalisationrisk_hyl,73,male,0.52759
HYL,COPD,hospitalisationrisk_hyl,74,male,0.54083
HYL,COPD,hospitalisationrisk_hyl,75,male,0.5566
HYL,COPD,hospitalisationrisk_hyl,76,male,0.57385
HYL,COPD,hospitalisationrisk_hyl,77,male,0.58151
HYL,COPD,hospitalisationrisk_hyl,78,male,0.5887
HYL,COPD,hospitalisationrisk_hyl,79,male,0.59241
HYL,COPD,hospitalisationrisk_hyl,80,male,0.59285
HYL,COPD,hospitalisationrisk_hyl,81,male,0.59308
HYL,COPD,hospitalisationrisk_hyl,82,male,0.59429
HYL,COPD,hospitalisationrisk_hyl,83,male,0.59388
HYL,COPD,hospitalisationrisk_hyl,84,male,0.59278
HYL,COPD,hospitalisationrisk_hyl,85,male,0.5932
HYL,COPD,hospitalisationrisk_hyl,86,male,0.59407
HYL,COPD,hospitalisationrisk_hyl,87,male,0.59364
HYL,COPD,hospitalisationrisk_hyl,88,male,0.59435
HYL,HYL,hospitalisationrisk_2cond,15,male,0.012022
HYL,HYL,hospitalisationrisk_2cond,16,male,0.012519
HYL,HYL,hospitalisationrisk_2cond,17,male,0.013785
HYL,HYL,hospitalisationrisk_2cond,18,male,0.015134
HYL,HYL,hospitalisationrisk_2cond,19,male,0.01798
HYL,HYL,hospitalisationrisk_2cond,20,male,0.021591
HYL,HYL,hospitalisationrisk_2cond,21,male,0.024503
HYL,HYL,hospitalisationrisk_2cond,22,male,0.026203
HYL,HYL,hospitalisationrisk_2cond,23,male,0.027707
HYL,HYL,hospitalisationrisk_2cond,24,male,0.034573
HYL,HYL,hospitalisationrisk_2cond,25,male,0.042077
HYL,HYL,hospitalisationrisk_2cond,26,male,0.051319
HYL,HYL,hospitalisationrisk_2cond,27,male,0.060988
HYL,HYL,hospitalisationrisk_2cond,28,male,0.069363
HYL,HYL,hospitalisationrisk_2cond,29,male,0.072026
HYL,HYL,hospitalisationrisk_2cond,30,male,0.073026
HYL,HYL,hospitalisationrisk_2cond,31,male,0.075851
HYL,HYL,hospitalisationrisk_2cond,32,male,0.076887
HYL,HYL,hospitalisationrisk_2cond,33,male,0.078725
HYL,HYL,hospitalisationrisk_2cond,34,male,0.089527
HYL,HYL,hospitalisationrisk_2cond,35,male,0.098724
HYL,HYL,hospitalisationrisk_2cond,36,male,0.10514
HYL,HYL,hospitalisationrisk_2cond,37,male,0.11445
HYL,HYL,hospitalisationrisk_2cond,38,male,0.12688
HYL,HYL,hospitalisationrisk_2cond,39,male,0.13167
HYL,HYL,hospitalisationrisk_2cond,40,male,0.13984
HYL,HYL,hospitalisationrisk_2cond,41,male,0.14812
HYL,HYL,hospitalisationrisk_2cond,42,male,0.16173
HYL,HYL,hospitalisationrisk_2cond,43,male,0.17504
HYL,HYL,hospitalisationrisk_2cond,44,male,0.1878
HYL,HYL,hospitalisationrisk_2cond,45,male,0.20332
HYL,HYL,hospitalisationrisk_2cond,46,male,0.22268
HYL,HYL,hospitalisationrisk_2cond,47,male,0.23354
HYL,HYL,hospitalisationrisk_2cond,48,male,0.24159
HYL,HYL,hospitalisationrisk_2cond,49,male,0.25042
HYL,HYL,hospitalisationrisk_2cond,50,male,0.26124
HYL,HYL,hospitalisationrisk_2cond,51,male,0.26726
HYL,HYL,hospitalisationrisk_2cond,52,male,0.27497
HYL,HYL,hospitalisationrisk_2cond,53,male,0.28455
HYL,HYL,hospitalisationrisk_2cond,54,male,0.30507
HYL,HYL,hospitalisationrisk_2cond,55,male,0.31264
HYL,HYL,hospitalisationrisk_2cond,56,male,0.31889
HYL,HYL,hospitalisationrisk_2cond,57,male,0.33089
HYL,HYL,hospitalisationrisk_2cond,58,male,0.34703
HYL,HYL,hospitalisationrisk_2cond,59,male,0.35062
HYL,HYL,hospitalisationrisk_2cond,60,male,0.35848
HYL,HYL,hospitalisationrisk_2cond,61,male,0.37221
HYL,HYL,hospitalisationrisk_2cond,62,male,0.3804
HYL,HYL,hospitalisationrisk_2cond,63,male,0.38375
HYL,HYL,hospitalisationrisk_2cond,64,male,0.40652
HYL,HYL,hospitalisationrisk_2cond,65,male,0.43144
HYL,HYL,hospitalisationrisk_2cond,66,male,0.45194
HYL,HYL,hospitalisationrisk_2cond,67,male,0.47738
HYL,HYL,hospitalisationrisk_2cond,68,male,0.50352
HYL,HYL,hospitalisationrisk_2cond,69,male,0.50676
HYL,HYL,hospitalisationrisk_2cond,70,male,0.51086
HYL,HYL,hospitalisationrisk_2cond,71,male,0.51424
HYL,HYL,hospitalisationrisk_2cond,72,male,0.52123
HYL,HYL,hospitalisationrisk_2cond,73,male,0.52759
HYL,HYL,hospitalisationrisk_2cond,74,male,0.54083
HYL,HYL,hospitalisationrisk_2cond,75,male,0.5566
HYL,HYL,hospitalisationrisk_2cond,76,male,0.57385
HYL,HYL,hospitalisationrisk_2cond,77,male,0.58151
HYL,HYL,hospitalisationrisk_2cond,78,male,0.5887
HYL,HYL,hospitalisationrisk_2cond,79,male,0.59241
HYL,HYL,hospitalisationrisk_2cond,80,male,0.59285
HYL,HYL,hospitalisationrisk_2cond,81,male,0.59308
HYL,HYL,hospitalisationrisk_2cond,82,male,0.59429
HYL,HYL,hospitalisationrisk_2cond,83,male,0.59388
HYL,HYL,hospitalisationrisk_2cond,84,male,0.59278
HYL,HYL,hospitalisationrisk_2cond,85,male,0.5932
HYL,HYL,hospitalisationrisk_2cond,86,male,0.59407
HYL,HYL,hospitalisationrisk_2cond,87,male,0.59364
HYL,HYL,hospitalisationrisk_2cond,88,male,0.59435
HYL,HYL,hospitalisationrisk_hyl,15,male,0.012022
HYL,HYL,hospitalisationrisk_hyl,16,male,0.012519
HYL,HYL,hospitalisationrisk_hyl,17,male,0.013785
HYL,HYL,hospitalisationrisk_hyl,18,male,0.015134
HYL,HYL,hospitalisationrisk_hyl,19,male,0.01798
HYL,HYL,hospitalisationrisk_hyl,20,male,0.021591
HYL,HYL,hospitalisationrisk_hyl,21,male,0.024503
HYL,HYL,hospitalisationrisk_hyl,22,male,0.026203
HYL,HYL,hospitalisationrisk_hyl,23,male,0.027707
HYL,HYL,hospitalisationrisk_hyl,24,male,0.034573
HYL,HYL,hospitalisationrisk_hyl,25,male,0.042077
HYL,HYL,hospitalisationrisk_hyl,26,male,0.051319
HYL,HYL,hospitalisationrisk_hyl,27,male,0.060988
HYL,HYL,hospitalisationrisk_hyl,28,male,0.069363
HYL,HYL,hospitalisationrisk_hyl,29,male,0.072026
HYL,HYL,hospitalisationrisk_hyl,30,male,0.073026
HYL,HYL,hospitalisationrisk_hyl,31,male,0.075851
HYL,HYL,hospitalisationrisk_hyl,32,male,0.076887
HYL,HYL,hospitalisationrisk_hyl,33,male,0.078725
HYL,HYL,hospitalisationrisk_hyl,34,male,0.089527
HYL,HYL,hospitalisationrisk_hyl,35,male,0.098724
HYL,HYL,hospitalisationrisk_hyl,36,male,0.10514
HYL,HYL,hospitalisationrisk_hyl,37,male,0.11445
HYL,HYL,hospitalisationrisk_hyl,38,male,0.12688
HYL,HYL,hospitalisationrisk_hyl,39,male,0.13167
HYL,HYL,hospitalisationrisk_hyl,40,male,0.13984
HYL,HYL,hospitalisationrisk_hyl,41,male,0.14812
HYL,HYL,hospitalisationrisk_hyl,42,male,0.16173
HYL,HYL,hospitalisationrisk_hyl,43,male,0.17504
HYL,HYL,hospitalisationrisk_hyl,44,male,0.1878
HYL,HYL,hospitalisationrisk_hyl,45,male,0.20332
HYL,HYL,hospitalisationrisk_hyl,46,male,0.22268
HYL,HYL,hospitalisationrisk_hyl,47,male,0.23354
HYL,HYL,hospitalisationrisk_hyl,48,male,0.24159
HYL,HYL,hospitalisationrisk_hyl,49,male,0.25042
HYL,HYL,hospitalisationrisk_hyl,50,male,0.26124
HYL,HYL,hospitalisationrisk_hyl,51,male,0.26726
HYL,HYL,hospitalisationrisk_hyl,52,male,0.27497
HYL,HYL,hospitalisationrisk_hyl,53,male,0.28455
HYL,HYL,hospitalisationrisk_hyl,54,male,0.30507
HYL,HYL,hospitalisationrisk_hyl,55,male,0.31264
HYL,HYL,hospitalisationrisk_hyl,56,male,0.31889
HYL,HYL,hospitalisationrisk_hyl,57,male,0.33089
HYL,HYL,hospitalisationrisk_hyl,58,male,0.34703
HYL,HYL,hospitalisationrisk_hyl,59,male,0.35062
HYL,HYL,hospitalisationrisk_hyl,60,male,0.35848
HYL,HYL,hospitalisationrisk_hyl,61,male,0.37221
HYL,HYL,hospitalisationrisk_hyl,62,male,0.3804
HYL,HYL,hospitalisationrisk_hyl,63,male,0.38375
HYL,HYL,hospitalisationrisk_hyl,64,male,0.40652
HYL,HYL,hospitalisationrisk_hyl,65,male,0.43144
HYL,HYL,hospitalisationrisk_hyl,66,male,0.45194
HYL,HYL,hospitalisationrisk_hyl,67,male,0.47738
HYL,HYL,hospitalisationrisk_hyl,68,male,0.50352
HYL,HYL,hospitalisationrisk_hyl,69,male,0.50676
HYL,HYL,hospitalisationrisk_hyl,70,male,0.51086
HYL,HYL,hospitalisationrisk_hyl,71,male,0.51424
HYL,HYL,hospitalisationrisk_hyl,72,male,0.52123
HYL,HYL,hospitalisationrisk_hyl,73,male,0.52759
HYL,HYL,hospitalisationrisk_hyl,74,male,0.54083
HYL,HYL,hospitalisationrisk_hyl,75,male,0.5566
HYL,HYL,hospitalisationrisk_hyl,76,male,0.57385
HYL,HYL,hospitalisationrisk_hyl,77,male,0.58151
HYL,HYL,hospitalisationrisk_hyl,78,male,0.5887
HYL,HYL,hospitalisationrisk_hyl,79,male,0.59241
HYL,HYL,hospitalisationrisk_hyl,80,male,0.59285
HYL,HYL,hospitalisationrisk_hyl,81,male,0.59308
HYL,HYL,hospitalisationrisk_hyl,82,male,0.59429
HYL,HYL,hospitalisationrisk_hyl,83,male,0.59388
HYL,HYL,hospitalisationrisk_hyl,84,male,0.59278
HYL,HYL,hospitalisationrisk_hyl,85,male,0.5932
HYL,HYL,hospitalisationrisk_hyl,86,male,0.59407
HYL,HYL,hospitalisationrisk_hyl,87,male,0.59364
HYL,HYL,hospitalisationrisk_hyl,88,male,0.59435
HYL,ASTHMA,hospitalisationrisk_2cond,15,male,0.014615
HYL,ASTHMA,hospitalisationrisk_2cond,16,male,0.015286
HYL,ASTHMA,hospitalisationrisk_2cond,17,male,0.017041
HYL,ASTHMA,hospitalisationrisk_2cond,18,male,0.018765
HYL,ASTHMA,hospitalisationrisk_2cond,19,male,0.022333
HYL,ASTHMA,hospitalisationrisk_2cond,20,male,0.026842
HYL,ASTHMA,hospitalisationrisk_2cond,21,male,0.030449
HYL,ASTHMA,hospitalisationrisk_2cond,22,male,0.032404
HYL,ASTHMA,hospitalisationrisk_2cond,23,male,0.034224
HYL,ASTHMA,hospitalisationrisk_2cond,24,male,0.042507
HYL,ASTHMA,hospitalisationrisk_2cond,25,male,0.049709
HYL,ASTHMA,hospitalisationrisk_2cond,26,male,0.058549
HYL,ASTHMA,hospitalisationrisk_2cond,27,male,0.067493
HYL,ASTHMA,hospitalisationrisk_2cond,28,male,0.075055
HYL,ASTHMA,hospitalisationrisk_2cond,29,male,0.075279
HYL,ASTHMA,hospitalisationrisk_2cond,30,male,0.075384
HYL,ASTHMA,hospitalisationrisk_2cond,31,male,0.077435
HYL,ASTHMA,hospitalisationrisk_2cond,32,male,0.078061
HYL,ASTHMA,hospitalisationrisk_2cond,33,male,0.079517
HYL,ASTHMA,hospitalisationrisk_2cond,34,male,0.0896
HYL,ASTHMA,hospitalisationrisk_2cond,35,male,0.098117
HYL,ASTHMA,hospitalisationrisk_2cond,36,male,0.1038
HYL,ASTHMA,hospitalisationrisk_2cond,37,male,0.11238
HYL,ASTHMA,hospitalisationrisk_2cond,38,male,0.124
HYL,ASTHMA,hospitalisationrisk_2cond,39,male,0.1287
HYL,ASTHMA,hospitalisationrisk_2cond,40,male,0.13672
HYL,ASTHMA,hospitalisationrisk_2cond,41,male,0.14485
HYL,ASTHMA,hospitalisationrisk_2cond,42,male,0.15822
HYL,ASTHMA,hospitalisationrisk_2cond,43,male,0.1713
HYL,ASTHMA,hospitalisationrisk_2cond,44,male,0.18385
HYL,ASTHMA,hospitalisationrisk_2cond,45,male,0.19912
HYL,ASTHMA,hospitalisationrisk_2cond,46,male,0.21804
HYL,ASTHMA,hospitalisationrisk_2cond,47,male,0.22859
HYL,ASTHMA,hospitalisationrisk_2cond,48,male,0.23638
HYL,ASTHMA,hospitalisationrisk_2cond,49,male,0.24494
HYL,ASTHMA,hospitalisationrisk_2cond,50,male,0.25546
HYL,ASTHMA,hospitalisationrisk_2cond,51,male,0.2614
HYL,ASTHMA,hospitalisationrisk_2cond,52,male,0.269
HYL,ASTHMA,hospitalisationrisk_2cond,53,male,0.27845
HYL,ASTHMA,hospitalisationrisk_2cond,54,male,0.29846
HYL,ASTHMA,hospitalisationrisk_2cond,55,male,0.30567
HYL,ASTHMA,hospitalisationrisk_2cond,56,male,0.3116
HYL,ASTHMA,hospitalisationrisk_2cond,57,male,0.32319
HYL,ASTHMA,hospitalisationrisk_2cond,58,male,0.3389
HYL,ASTHMA,hospitalisationrisk_2cond,59,male,0.34245
HYL,ASTHMA,hospitalisationrisk_2cond,60,male,0.35022
HYL,ASTHMA,hospitalisationrisk_2cond,61,male,0.3638
HYL,ASTHMA,hospitalisationrisk_2cond,62,male,0.37191
HYL,ASTHMA,hospitalisationrisk_2cond,63,male,0.37523
HYL,ASTHMA,hospitalisationrisk_2cond,64,male,0.39789
HYL,ASTHMA,hospitalisationrisk_2cond,65,male,0.4227
HYL,ASTHMA,hospitalisationrisk_2cond,66,male,0.44312
HYL,ASTHMA,hospitalisationrisk_2cond,67,male,0.4685
HYL,ASTHMA,hospitalisationrisk_2cond,68,male,0.4933
HYL,ASTHMA,hospitalisationrisk_2cond,69,male,0.4953
HYL,ASTHMA,hospitalisationrisk_2cond,70,male,0.49812
HYL,ASTHMA,hospitalisationrisk_2cond,71,male,0.50022
HYL,ASTHMA,hospitalisationrisk_2cond,72,male,0.50596
HYL,ASTHMA,hospitalisationrisk_2cond,73,male,0.51234
HYL,ASTHMA,hospitalisationrisk_2cond,74,male,0.52564
HYL,ASTHMA,hospitalisationrisk_2cond,75,male,0.54149
HYL,ASTHMA,hospitalisationrisk_2cond,76,male,0.55832
HYL,ASTHMA,hospitalisationrisk_2cond,77,male,0.56622
HYL,ASTHMA,hospitalisationrisk_2cond,78,male,0.57366
HYL,ASTHMA,hospitalisationrisk_2cond,79,male,0.57758
HYL,ASTHMA,hospitalisationrisk_2cond,80,male,0.57821
HYL,ASTHMA,hospitalisationrisk_2cond,81,male,0.5806
HYL,ASTHMA,hospitalisationrisk_2cond,82,male,0.58361
HYL,ASTHMA,hospitalisationrisk_2cond,83,male,0.58499
HYL,ASTHMA,hospitalisationrisk_2cond,84,male,0.58888
HYL,ASTHMA,hospitalisationrisk_2cond,85,male,0.59322
HYL,ASTHMA,hospitalisationrisk_2cond,86,male,0.59652
HYL,ASTHMA,hospitalisationrisk_2cond,87,male,0.59795
HYL,ASTHMA,hospitalisationrisk_2cond,88,male,0.60175
HYL,ASTHMA,hospitalisationrisk_hyl,15,male,0.012022
HYL,ASTHMA,hospitalisationrisk_hyl,16,male,0.012519
HYL,ASTHMA,hospitalisationrisk_hyl,17,male,0.013785
HYL,ASTHMA,hospitalisationrisk_hyl,18,male,0.015134
HYL,ASTHMA,hospitalisationrisk_hyl,19,male,0.01798
HYL,ASTHMA,hospitalisationrisk_hyl,20,male,0.021591
HYL,ASTHMA,hospitalisationrisk_hyl,21,male,0.024503
HYL,ASTHMA,hospitalisationrisk_hyl,22,male,0.026203
HYL,ASTHMA,hospitalisationrisk_hyl,23,male,0.027707
HYL,ASTHMA,hospitalisationrisk_hyl,24,male,0.034573
HYL,ASTHMA,hospitalisationrisk_hyl,25,male,0.042077
HYL,ASTHMA,hospitalisationrisk_hyl,26,male,0.051319
HYL,ASTHMA,hospitalisationrisk_hyl,27,male,0.060988
HYL,ASTHMA,hospitalisationrisk_hyl,28,male,0.069363
HYL,ASTHMA,hospitalisationrisk_hyl,29,male,0.072026
HYL,ASTHMA,hospitalisationrisk_hyl,30,male,0.073026
HYL,ASTHMA,hospitalisationrisk_hyl,31,male,0.075851
HYL,ASTHMA,hospitalisationrisk_hyl,32,male,0.076887
HYL,ASTHMA,hospitalisationrisk_hyl,33,male,0.078725
HYL,ASTHMA,hospitalisationrisk_hyl,34,male,0.089527
HYL,ASTHMA,hospitalisationrisk_hyl,35,male,0.098724
HYL,ASTHMA,hospitalisationrisk_hyl,36,male,0.10514
HYL,ASTHMA,hospitalisationrisk_hyl,37,male,0.11445
HYL,ASTHMA,hospitalisationrisk_hyl,38,male,0.12688
HYL,ASTHMA,hospitalisationrisk_hyl,39,male,0.13167
HYL,ASTHMA,hospitalisationrisk_hyl,40,male,0.13984
HYL,ASTHMA,hospitalisationrisk_hyl,41,male,0.14812
HYL,ASTHMA,hospitalisationrisk_hyl,42,male,0.16173
HYL,ASTHMA,hospitalisationrisk_hyl,43,male,0.17504
HYL,ASTHMA,hospitalisationrisk_hyl,44,male,0.1878
HYL,ASTHMA,hospitalisationrisk_hyl,45,male,0.20332
HYL,ASTHMA,hospitalisationrisk_hyl,46,male,0.22268
HYL,ASTHMA,hospitalisationrisk_hyl,47,male,0.23354
HYL,ASTHMA,hospitalisationrisk_hyl,48,male,0.24159
HYL,ASTHMA,hospitalisationrisk_hyl,49,male,0.25042
HYL,ASTHMA,hospitalisationrisk_hyl,50,male,0.26124
HYL,ASTHMA,hospitalisationrisk_hyl,51,male,0.26726
HYL,ASTHMA,hospitalisationrisk_hyl,52,male,0.27497
HYL,ASTHMA,hospitalisationrisk_hyl,53,male,0.28455
HYL,ASTHMA,hospitalisationrisk_hyl,54,male,0.30507
HYL,ASTHMA,hospitalisationrisk_hyl,55,male,0.31264
HYL,ASTHMA,hospitalisationrisk_hyl,56,male,0.31889
HYL,ASTHMA,hospitalisationrisk_hyl,57,male,0.33089
HYL,ASTHMA,hospitalisationrisk_hyl,58,male,0.34703
HYL,ASTHMA,hospitalisationrisk_hyl,59,male,0.35062
HYL,ASTHMA,hospitalisationrisk_hyl,60,male,0.35848
HYL,ASTHMA,hospitalisationrisk_hyl,61,male,0.37221
HYL,ASTHMA,hospitalisationrisk_hyl,62,male,0.3804
HYL,ASTHMA,hospitalisationrisk_hyl,63,male,0.38375
HYL,ASTHMA,hospitalisationrisk_hyl,64,male,0.40652
HYL,ASTHMA,hospitalisationrisk_hyl,65,male,0.43144
HYL,ASTHMA,hospitalisationrisk_hyl,66,male,0.45194
HYL,ASTHMA,hospitalisationrisk_hyl,67,male,0.47738
HYL,ASTHMA,hospitalisationrisk_hyl,68,male,0.50352
HYL,ASTHMA,hospitalisationrisk_hyl,69,male,0.50676
HYL,ASTHMA,hospitalisationrisk_hyl,70,male,0.51086
HYL,ASTHMA,hospitalisationrisk_hyl,71,male,0.51424
HYL,ASTHMA,hospitalisationrisk_hyl,72,male,0.52123
HYL,ASTHMA,hospitalisationrisk_hyl,73,male,0.52759
HYL,ASTHMA,hospitalisationrisk_hyl,74,male,0.54083
HYL,ASTHMA,hospitalisationrisk_hyl,75,male,0.5566
HYL,ASTHMA,hospitalisationrisk_hyl,76,male,0.57385
HYL,ASTHMA,hospitalisationrisk_hyl,77,male,0.58151
HYL,ASTHMA,hospitalisationrisk_hyl,78,male,0.5887
HYL,ASTHMA,hospitalisationrisk_hyl,79,male,0.59241
HYL,ASTHMA,hospitalisationrisk_hyl,80,male,0.59285
HYL,ASTHMA,hospitalisationrisk_hyl,81,male,0.59308
HYL,ASTHMA,hospitalisationrisk_hyl,82,male,0.59429
HYL,ASTHMA,hospitalisationrisk_hyl,83,male,0.59388
HYL,ASTHMA,hospitalisationrisk_hyl,84,male,0.59278
HYL,ASTHMA,hospitalisationrisk_hyl,85,male,0.5932
HYL,ASTHMA,hospitalisationrisk_hyl,86,male,0.59407
HYL,ASTHMA,hospitalisationrisk_hyl,87,male,0.59364
HYL,ASTHMA,hospitalisationrisk_hyl,88,male,0.59435
HYL,CANCER,hospitalisationrisk_2cond,15,male,0.022748
HYL,CANCER,hospitalisationrisk_2cond,16,male,0.023679
HYL,CANCER,hospitalisationrisk_2cond,17,male,0.026036
HYL,CANCER,hospitalisationrisk_2cond,18,male,0.028531
HYL,CANCER,hospitalisationrisk_2cond,19,male,0.033808
HYL,CANCER,hospitalisationrisk_2cond,20,male,0.040482
HYL,CANCER,hospitalisationrisk_2cond,21,male,0.045844
HYL,CANCER,hospitalisationrisk_2cond,22,male,0.048965
HYL,CANCER,hospitalisationrisk_2cond,23,male,0.051858
HYL,CANCER,hospitalisationrisk_2cond,24,male,0.063837
HYL,CANCER,hospitalisationrisk_2cond,25,male,0.070988
HYL,CANCER,hospitalisationrisk_2cond,26,male,0.079647
HYL,CANCER,hospitalisationrisk_2cond,27,male,0.085983
HYL,CANCER,hospitalisationrisk_2cond,28,male,0.089466
HYL,CANCER,hospitalisationrisk_2cond,29,male,0.08313
HYL,CANCER,hospitalisationrisk_2cond,30,male,0.079975
HYL,CANCER,hospitalisationrisk_2cond,31,male,0.077305
HYL,CANCER,hospitalisationrisk_2cond,32,male,0.077337
HYL,CANCER,hospitalisationrisk_2cond,33,male,0.079194
HYL,CANCER,hospitalisationrisk_2cond,34,male,0.089045
HYL,CANCER,hospitalisationrisk_2cond,35,male,0.097335
HYL,CANCER,hospitalisationrisk_2cond,36,male,0.10395
HYL,CANCER,hospitalisationrisk_2cond,37,male,0.11187
HYL,CANCER,hospitalisationrisk_2cond,38,male,0.1228
HYL,CANCER,hospitalisationrisk_2cond,39,male,0.12702
HYL,CANCER,hospitalisationrisk_2cond,40,male,0.13454
HYL,CANCER,hospitalisationrisk_2cond,41,male,0.14106
HYL,CANCER,hospitalisationrisk_2cond,42,male,0.15236
HYL,CANCER,hospitalisationrisk_2cond,43,male,0.16164
HYL,CANCER,hospitalisationrisk_2cond,44,male,0.16988
HYL,CANCER,hospitalisationrisk_2cond,45,male,0.18007
HYL,CANCER,hospitalisationrisk_2cond,46,male,0.19391
HYL,CANCER,hospitalisationrisk_2cond,47,male,0.20006
HYL,CANCER,hospitalisationrisk_2cond,48,male,0.20522
HYL,CANCER,hospitalisationrisk_2cond,49,male,0.2115
HYL,CANCER,hospitalisationrisk_2cond,50,male,0.21906
HYL,CANCER,hospitalisationrisk_2cond,51,male,0.22319
HYL,CANCER,hospitalisationrisk_2cond,52,male,0.22882
HYL,CANCER,hospitalisationrisk_2cond,53,male,0.23534
HYL,CANCER,hospitalisationrisk_2cond,54,male,0.25323
HYL,CANCER,hospitalisationrisk_2cond,55,male,0.25921
HYL,CANCER,hospitalisationrisk_2cond,56,male,0.26437
HYL,CANCER,hospitalisationrisk_2cond,57,male,0.27469
HYL,CANCER,hospitalisationrisk_2cond,58,male,0.28899
HYL,CANCER,hospitalisationrisk_2cond,59,male,0.29011
HYL,CANCER,hospitalisationrisk_2cond,60,male,0.29623
HYL,CANCER,hospitalisationrisk_2cond,61,male,0.30769
HYL,CANCER,hospitalisationrisk_2cond,62,male,0.31416
HYL,CANCER,hospitalisationrisk_2cond,63,male,0.31684
HYL,CANCER,hospitalisationrisk_2cond,64,male,0.33832
HYL,CANCER,hospitalisationrisk_2cond,65,male,0.36173
HYL,CANCER,hospitalisationrisk_2cond,66,male,0.38111
HYL,CANCER,hospitalisationrisk_2cond,67,male,0.40534
HYL,CANCER,hospitalisationrisk_2cond,68,male,0.43015
HYL,CANCER,hospitalisationrisk_2cond,69,male,0.43312
HYL,CANCER,hospitalisationrisk_2cond,70,male,0.43694
HYL,CANCER,hospitalisationrisk_2cond,71,male,0.44049
HYL,CANCER,hospitalisationrisk_2cond,72,male,0.44761
HYL,CANCER,hospitalisationrisk_2cond,73,male,0.45432
HYL,CANCER,hospitalisationrisk_2cond,74,male,0.46703
HYL,CANCER,hospitalisationrisk_2cond,75,male,0.48183
HYL,CANCER,hospitalisationrisk_2cond,76,male,0.4975
HYL,CANCER,hospitalisationrisk_2cond,77,male,0.50369
HYL,CANCER,hospitalisationrisk_2cond,78,male,0.50921
HYL,CANCER,hospitalisationrisk_2cond,79,male,0.51212
HYL,CANCER,hospitalisationrisk_2cond,80,male,0.51218
HYL,CANCER,hospitalisationrisk_2cond,81,male,0.5121
HYL,CANCER,hospitalisationrisk_2cond,82,male,0.51302
HYL,CANCER,hospitalisationrisk_2cond,83,male,0.51248
HYL,CANCER,hospitalisationrisk_2cond,84,male,0.51174
HYL,CANCER,hospitalisationrisk_2cond,85,male,0.51348
HYL,CANCER,hospitalisationrisk_2cond,86,male,0.51581
HYL,CANCER,hospitalisationrisk_2cond,87,male,0.51621
HYL,CANCER,hospitalisationrisk_2cond,88,male,0.51835
HYL,CANCER,hospitalisationrisk_hyl,15,male,0.012022
HYL,CANCER,hospitalisationrisk_hyl,16,male,0.012519
